document_no,sentence_no,content
100,646,"Construction Project Costs Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $0 $0 $0 $0 $0 $0 DIRECT NON-LABOR $0 $0 $0 $0 $12,262,265 $12,262,265 TOTAL DIRECT COSTS $0 $0 $0 $0 $12,262,265 $12,262,265 General Assumptions In the development of the construction estimate, the following assumptions and clarifications have been made: • Pricing based on current construction costs in Riverside County, CA • Construction scheduled to include 141 working days (10 hours per day, five days per week) • Installation of two lake tanks and use of 28 water storage tanks • Receipt of all materials to main yard • A total of 26 pre-fabricated and pre-tested test heads will be used • Mechanical excavation up to approximately two feet of the existing pipeline; hand excavation within the two-foot zone • Performance of asbestos abatement at each test break and anomaly location, along with pipe inspection • Purging of gas and isolation of pipeline using contractor-fabricated isolation caps • Backfilling of excavations with zero-sack slurry or sand padding to one foot above pipeline; remainder of backfilling with native soil or one sack slurry (depending on permit conditions); excess spoils will be hauled off and disposed • A single final tie-in will be performed • Isolation and final tie-ins for a continuous duration • Fabrication of line taps and reconnection after line is brought back into service Southern California Gas Company 2019 GRC APP149• No line seasoning • Hauling off and disposal of hydrotest water • Estimate does not include holiday work, cultural resources, or ground water Additional Construction Information • Site Mobilization / Site Facilities - One mobilization and one demobilization - Placement of two office trailers at the main yard - Site facility costs to cover a six-month duration - Crushed rock for laydown yards • Site Preparation - Preparation of access roads prior to start of construction - Installation of lake tank pad - Temporary fencing has been included for laydown yard - Installation of additional temporary fencing to secure open excavations • Site Management / Best Management Practices (BMP’s) - Environmental protective fencing at each of the hydrotest and anomaly excavations - BMP materials for spoil piles, laydown yards, and work sites - Included 15 loads of timber mats to protect existing washes • SoCalGas / Company Furnished Material Handling - Unloading by contractor of 12 loads of SoCalGas furnished material at the laydown yard • Traffic Control - Two days of traffic control included for the excavation and installation of temporary lake tank fill piping and for road restoration • Utility Locates - Existing gas line crossings will be potholed prior to trench excavations • Isolate Existing Pipeline - Isolation of a total of four taps prior to hydrotesting • Anomalies - There are no anomalies present in this section that require replacement prior to hydrotesting Southern California Gas Company 2019 GRC APP150• Pressure Test Pipeline - A total of 16 test break sites will be excavated for test head installation - Hydrotesting of a total of 13 individual test sections - Installation of test heads below grade; no vertical offset installation of test heads to an above-ground orientation - Delays anticipated due to asbestos containing coal tar wraps disbonded into the soil expected at 50% of test breaks • Tie-In Pipeline - Re-installation of pipe at test breaks, after pipe sections are tested and dewatered prior to drying of test groups - Performance of two hot tie-ins (Test Break 1 and Test Break 16) - X-ray of all welds • Paving - Paving restoration for affected areas included • Retire / Abandon Existing Pipeline - Not required • Site Restoration - Restoration of all work site locations to original condition - Restoration of laydown yards using hydroseeding • Site Demobilization - Demobilization of all site facilities, crew, and equipment - Removal of office trailers and breakdown of laydown yards - Hauling of excess material to SoCalGas designated yard • Field Overhead - One Project Manager, one Superintendent, one Cost Controller, and two Safety Personnel for full project duration - Two water trucks and drivers for full project duration for dust suppression - Two site security personnel for all non-working hours - Lodging and expenses for field personnel and project management team for full project duration Southern California Gas Company 2019 GRC APP151Environmental Survey/Permitting/Monitoring Project Costs Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $0 $0 $0 $0 $0 $0 DIRECT NON-LABOR $0 $0 $0 $0 $5,596,209 $5,596,209 TOTAL DIRECT COSTS $0 $0 $0 $0 $5,596,209 $5,596,209 Assumptions In calculating the total estimated environmental costs for the Line 2001W-C Hydrotest Project, the following items were considered: • Environmental Services (permitting support, surveys, and monitoring) • Abatement (asbestos and lead) • Hazardous and non-hazardous waste containment/disposal (including hydrostatic test water hauling, treatment, and/or disposal) • Permit fees • Mitigation The high-level assumptions and specific level of effort to provide environmental support for this project are described in more detail below."
100,647,"Environmental Labor Environmental Contract Services Labor: 20,745 hours • Document Preparation and Project Management - SoCalGas Environmental Services support in addition to consultant support throughout duration of project (planning, permitting, construction, and closeout) - Document Production anticipated: o Waters delineation report o Biological reports o South Coast Air Quality Management District (SCAQMD) dust control plan - Cultural resource report for consultation with Bureau of Land Management (BLM) o California Desert Conservation Area (CDCA) programmatic permit o Worker Environmental Awareness Procedure document • Preconstruction Surveys - Cultural surveys - Biological surveys Southern California Gas Company 2019 GRC APP152Construction Monitoring • A total of nine full time monitors for the duration of construction Abatement • 34 days of asbestos abatement support Water Treatment and Hazardous Materials • Source hydrotest water (2 million gallons total) to be obtained by the pipeline contractor • Hydrotest Water Delivery – Transportation not required • Hydrotest Water Disposal – Onsite treatment and discharge some to ground for beneficial reuse and it is assumed that some water will require transport for offsite disposal; disposal from 101 to 250 miles roundtrip plus disposal fee • Hydrotest standby support (total 15 days of support) • No groundwater dewatering anticipated • Contaminated soil is not anticipated • Waste sampling and profiling anticipated to support disposal of wastes generated during construction • Hazardous and non-hazardous waste transport and disposal anticipated for various wastes (e.g. pigs used to dry the pipeline post hydrotest, asbestos containing material, etc.) Permit Fees • SCAQMD dust control plan fee (fees are determined by the agencies and are subject to change) Mitigation Fees • $17,340 - CDFW compensatory mitigation fees Land & Right-of-Way Acquisition Project Costs Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $0 $0 $0 $0 $0 $0 DIRECT NON-LABOR $0 $0 $0 $0 $467,284 $467,284 TOTAL DIRECT COSTS $0 $0 $0 $0 $467,284 $467,284 Assumptions In generating the cost estimate, the following items were considered: • Legal Services • Permitting Fees • New Easement costs • Temporary Right of Entry (TRE) - Construction Yards Southern California Gas Company 2019 GRC APP153• Temporary Right of Entry (TRE) - Workspace Land Services Labor • Land Contract Services Labor: 3,203 hours Factors such as location, zoning, current market price and square footage are considered to determine a final estimated value specific to easements and temporary right of entry permits."
100,648,Previous project experience specific to the Riverside County area was also considered in generating the cost estimate.
100,649,"Company Labor Project Costs Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $35,259 $0 $0 $0 $2,265,879 $2,301,138 DIRECT NON-LABOR $0 $0 $0 $0 $0 $0 TOTAL DIRECT COSTS $35,259 $0 $0 $0 $2,265,879 $2,301,138 Assumptions SoCalGas Non-Union Labor is estimated based upon activity level of effort and is divided into the following categories: SoCalGas Labor – Management, Engineering and Non-Union Labor • Project Management (9,903 hours) • Project Field Management (1,243 hours) • Project Engineers (163 hours) • Construction Management / Inspectors (2,140 hours) • Environmental (2,200 hours) • Other Departments (4,127 hours) SoCalGas Union Labor costs were developed with the guidance of SoCalGas Construction Management and whose costs are duration dependent and activity specific."
100,650,"SoCalGas Field Labor – Distribution, Transmission, Pipeline Integrity, and Other Field Departments • SoCalGas Field Labor (3,536 hours) Southern California Gas Company 2019 GRC APP154Other Capital Costs Project Costs Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $0 $0 $0 $0 $0 $0 DIRECT NON-LABOR $366,625 $0 $0 $0 $4,023,337 $4,389,962 TOTAL DIRECT COSTS $366,625 $0 $0 $0 $4,023,337 $4,389,962 Assumptions Other costs assume use of contracted Project Management, Engineering, Survey, Design service, and other services."
100,651,"The major components in this category include: • Engineering / Design Services (9,363 total hours) • PM / Project Services (4,045 hours) • Construction Management (7,250 hours) • Surveying / As-builts (878 hours) Southern California Gas Company 2019 GRC APP155Project Costs – O&M Prior to 2018* 2018 2019 2020 2021 Total DIRECT LABOR $17,676 $0 $0 $0 $881,032 $898,708 DIRECT NON-LABOR $462,317 $0 $0 $0 $23,043,341 $23,505,658 TOTAL DIRECT COSTS $479,993 $0 $0 $0 $23,924,373 $24,404,366 Total O&M Costs $479,993 $0 $0 $0 $23,924,373 $24,404,366 * Actual costs incurred associated with planning and engineering design work are included in the project cost estimates Project Costs - Capital Prior to 2018* 2018 2019 2020 2021 Total DIRECT LABOR $3,620 $0 $0 $0 $175,815 $179,435 DIRECT NON-LABOR $94,691 $0 $0 $0 $4,598,441 $4,693,132 TOTAL DIRECT COSTS $98,311 $0 $0 $0 $4,774,256 $4,872,567 Total Capital Costs $98,311 $0 $0 $0 $4,774,256 $4,872,567 * Actual costs incurred associated with planning and engineering design work are included in the project cost estimates Total Project Costs Prior to 2018* 2018 2019 2020 2021 Total DIRECT LABOR $21,296 $0 $0 $0 $1,056,847 $1,078,143 DIRECT NON-LABOR $557,008 $0 $0 $0 $27,641,782 $28,198,790 TOTAL DIRECT COSTS $578,304 $0 $0 $0 $28,698,629 $29,276,933 Total Costs** $578,304 $0 $0 $0 $28,698,629 $29,276,933 * Actual costs incurred associated with planning and engineering design work are included in the project cost estimates ** Individual component tables display total direct costs (Capital and O&M)."
100,652,"Project Description The Line 2001 West-D (L-2001W-D) project will hydrostatically test 17.843 miles of Line 2000 West is a high pressure transmission pipeline, this portion was installed in 1950."
100,653,This portion of the pipeline has a MAOP of psig.
100,654,The L-2001W project was originally proposed in A.11-11-002 as one project consisting of 64.1 miles.
100,655,"To more efficiently execute this large project, Line 2001 West was divided into the following projects: L-2001W-A, L-2001W-B, L-2001W-C, L-2001W-D, and L-2001W-E."
100,656,"The project is located in Riverside County, CA, beginning at the at Whitewater Station, continuing west to the Moreno Small Station."
100,657,"The consists of 16.341 miles of Phase 2A pipe, 0.825 miles of accelerated Phase 2B pipe, and 0.677 miles of incidental pipe."
100,658,"The incidental pipe has been included to improve constructability by minimizing excavations, test breaks, and tie-in work."
100,659,"Southern California Gas Company 2019 GRC APP156This project is divided into 16 hydrotest sections to address test pressure limitations, pipeline accessibility issues, and environmental impact mitigation."
100,660,"The lowest and highest elevations are 1,070 feet and 2,370 feet, respectively."
100,661,"The capital scope of work includes the replacement of one tap, 21 short sections of pipe, and two anomalies to facilitate the hydrotest procedure."
100,662,The capital work totals to 840 feet.
100,663,"Alternatives Considered In conjunction with L-2001 East and L-1030, L-2001W is a primary feed to the SoCalGas transmission system between Blythe, CA and Los Angeles, CA."
100,664,The abandonment of this section of L-2001W would result in a substantial loss in capacity to the Desert & Southern Transmission Zones since gas moves from Blythe towards the Los Angeles Basin.
100,665,"Because of this, abandonment is not a viable option."
100,666,"Derating the pipeline to less than 20% SMYS would reduce the capacity of the pipeline, resulting in an inability to meet customer demand and also is not an option."
100,667,Shut-In Analysis The line can be temporarily taken out of service to perform the hydrotest during the summer months.
100,668,The line will be isolated through the shut-in of mainline valves.
100,669,"During the outage, customers can be supplied via L-2000 which is bridled to L-2001W, there is no need for CNG support during this project."
100,670,Forecast Methodology SoCalGas developed a Total Installed Cost (TIC) estimate to implement the above scope of work.
100,671,"The TIC estimate includes direct costs associated with project management, engineering and design, environmental permitting, land acquisition, material and equipment procurement, and construction."
100,672,Schedule The schedule was developed based on the seven stage project life cycle described in testimony.
